id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,amenities_count,listing_id,review_count,first_review_date,last_review_date,review_span_days
574657907578099593,Super Central Deluxe Flat .,Enjoy a stylish experience at this centrally-located place.,,22371898,Ali,2014-10-10,"Málaga, Spain",,within an hour,98.0,99.0,0.0,,32,33,1,Centro,,36.71919,-4.4235,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Heating"", ""Essentials"", ""Wine glasses"", ""Free street parking"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Paid parking on premises"", ""Refrigerator"", ""Air conditioning"", ""Stove"", ""Dedicated workspace"", ""Dishwasher"", ""Clothing storage: closet"", ""First aid kit"", ""Iron"", ""Shared beach access"", ""Fast wifi \u2013 655 Mbps"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""TV"", ""Books and reading material"", ""Host greets you"", ""Body soap"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water"", ""Coffee"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Hangers"", ""Coffee maker"", ""Paid parking garage off premises"", ""Washer"", ""Freezer""]",81.0,2,15,1.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,7,16,38,218,183,51,4,41,56,2022-03-26,2025-09-28,4.83,4.89,4.77,4.93,4.93,4.92,4.79,CTC-2022017549,1,20,20,0,0,4.27,40,5.746579075780996e+17,183,2022-03-26,2025-09-28,1282.0
575337837519186733,Rasa Sayang Apartment with Balconies & Terrace,"The apartment is situated at a tranquil ambient in an old Spanish City Centre residential street behind the Wine Museum, with shops, bars, museums, churches & night clubs mostly pedestrianised A famous shopping street, Calle Larios is closed by. 5 minutes walk to Piccaso Musuem and Málaga Catheral. Port and Malagueta Beach are a short walk through the city centre where the marina and beach bars can be found. Public transports are convenience.",,91649714,David,2016-08-24,"Málaga, Spain",,within an hour,100.0,100.0,0.0,,4,5,1,Centro,,36.72361,-4.424785,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Conditioner"", ""Private patio or balcony"", ""Essentials"", ""Fire extinguisher"", ""Wine glasses"", ""Free street parking"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Electric stove"", ""Ceiling fan"", ""Lockbox"", ""Dedicated workspace"", ""Heating - split type ductless system"", ""First aid kit"", ""Iron"", ""Outdoor furniture"", ""Shower gel"", ""Free washer \u2013 In building"", ""Drying rack for clothing"", ""Hair dryer"", ""Microwave"", ""AC - split type ductless system"", ""Toaster"", ""Extra pillows and blankets"", ""Central heating"", ""Cooking basics"", ""Room-darkening shades"", ""43 inch HDTV with Chromecast"", ""Hot water"", ""Clothing storage: dresser"", ""Dishes and silverware"", ""Dining table"", ""Oven"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Cleaning products""]",67.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,6,36,64,218,117,53,4,67,37,2022-04-14,2025-09-18,4.83,4.83,4.87,4.9,4.91,4.75,4.66,VFT/MA/05546,0,4,4,0,0,2.77,44,5.7533783751918675e+17,117,2022-04-14,2025-09-18,1253.0
576572823690580923,Vive el centro histórico en Cool home malaga,"Nice apartment located in the historic center of Malaga. Soundproof while respectful of classic Malaga construction, close to supermarkets, pharmacy, parking, taxi, port. Next to the cathedral of Malaga, invite you to see its museums (a few steps from Picasso museum, Aduana, Thyssen, wine),sunbathe (14 minutes from Malaga beach) and stroll through its historic center. Surrounded by terraces and restaurants where you can enjoy the wonderful Malaga cuisine.",,289865533,Claudia,2019-08-28,"Málaga, Spain",,,,100.0,0.0,,1,1,1,Centro,,36.72151184082031,-4.419769763946533,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,4.0,"[""Kitchen"", ""Conditioner"", ""Private patio or balcony"", ""Essentials"", ""Fire extinguisher"", ""Wine glasses"", ""Shampoo"", ""Bed linens"", ""Portable heater"", ""Long term stays allowed"", ""Smart lock"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Free washer \u2013 In unit"", ""Blender"", ""Stove"", ""Dedicated workspace"", ""Dishwasher"", ""Clothing storage: closet"", ""Children\u2019s dinnerware"", ""Iron"", ""First aid kit"", ""Shared beach access"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Crib - available upon request"", ""Coffee maker: Nespresso"", ""Books and reading material"", ""Body soap"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Cooking basics"", ""Toaster"", ""Room-darkening shades"", ""HDTV"", ""Hot water"", ""Coffee"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Laundromat nearby"", ""Dining table"", ""Elevator"", ""Oven"", ""Hangers"", ""Paid parking garage off premises"", ""Hot water kettle"", ""Freezer"", ""Cleaning products""]",90.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,1.0,4,12,19,131,4,2,0,19,2,2022-06-23,2025-03-17,4.75,4.75,4.75,5.0,5.0,5.0,4.75,VFT/MA/50915,1,1,1,0,0,0.1,51,5.765728236905809e+17,4,2022-06-23,2025-03-17,998.0
576658091225693763,Precioso Loft con acceso a piscina,"It is in a loft with access to communal pisicna. Located in Malaga, very close to the botanical garden, 15 minutes from the downtown by bus. It is also close to highway entrances, so it is perfectly communicated, whether you come by car or prefer to use public transport. The bus stop is a few meters from the house. It is a perfect loft for two people, with bathroom, separate kitchen, and access to a community patio with pool and barbecue.",,153886513,Mari,2017-10-09,,,within an hour,100.0,100.0,1.0,,9,9,1,Ciudad Jardin,,36.756706,-4.425266,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""TV"", ""Air conditioning"", ""Shared patio or balcony"", ""Host greets you"", ""Shared pool"", ""Coffee maker"", ""Backyard"", ""Outdoor dining area"", ""Washer"", ""BBQ grill"", ""Wifi""]",72.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,22,50,73,312,15,4,1,76,4,2022-03-21,2025-09-04,4.87,4.93,4.8,4.93,5.0,4.67,4.73,CTC-2017114195,1,8,8,0,0,0.35,12,5.766580912256938e+17,15,2022-03-21,2025-09-04,1263.0
576892800636715028,Beautiful studio in Pedregalejo beach,"Bright pet-friendly studio 50 m in front of and overlooking Los Baños del Carmen beach, the only dog beach in Malaga and 100 m from El Balneario beach, with bar, restaurant and terraces overlooking the sea. 200 m from the Pedregal Promenade, a typical fishing neighborhood in Malaga, full of beaches, bars, restaurants from all countries and prices. Pharmacy 24h in front. 100 m from a Carrefour and 150 from the bus stop, 3, 8 and 11 that take you to the historic center in 15 m","Los Baños del Carmen is a neighborhood located on the Paseo Marítimo de Malaga 10'by bus from the historic center and 100 m from the busy Paseo Marítimo del Pedregal, full of bars, restaurants and several beaches across the street, one of the most fun neighborhoods in Malaga",16135283,Raquel,2014-05-29,"Málaga, Spain",,within an hour,100.0,100.0,0.0,,5,5,1,Este,,36.72198486328125,-4.380644798278809,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Free dryer \u2013 In unit"", ""Fire extinguisher"", ""Free street parking"", ""Beach view"", ""Beach essentials"", ""Bed linens"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Waterfront"", ""Free washer \u2013 In unit"", ""Blender"", ""Air conditioning"", ""Dedicated workspace"", ""Heating - split type ductless system"", ""Clothing storage: closet"", ""Iron"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Crib - available upon request"", ""TV"", ""Paid street parking off premises"", ""Body soap"", ""Toaster"", ""Extra pillows and blankets"", ""Cooking basics"", ""Private entrance"", ""Room-darkening shades"", ""Shared beach access \u2013 Beachfront"", ""Hot water"", ""Pets allowed"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Oven"", ""Hangers"", ""Window guards"", ""Coffee maker"", ""Induction stove"", ""Hot water kettle"", ""Freezer""]",77.0,6,90,6.0,6.0,1125.0,1125.0,6.0,1125.0,1.0,18,25,31,244,1,0,0,31,0,2023-10-27,2023-10-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,VTF/MA/33076,1,3,3,0,0,0.04,45,5.76892800636715e+17,1,2023-10-27,2023-10-27,0.0
577236891483886467,Lovely loft at 200 meters from Old City,"Lovely loft, with all the comforts and kitchenware necessary for a comfortable stay. It is located 5 minutes from emblematic places such as: Plaza La Merced, Bodega El Pimpi, Roman Theater and Alcazaba, as well as countless bars and restaurants in the historic center of Malaga. It has a supermarket next to the building and several useful stores nearby. Malagueta beach is 1.2 km away or a 15 minute walk.","The apartment is located in one of the most characteristic streets of Málaga. Victoria Street, which connects the historic center with Victoria Square, offers several restaurants and all the essential services. Another advantage is that, while being very close to the historic center, it is a street with free vehicular circulation, which facilitates access to the city. In addition, it is free of the problems of hustle and bustle that is generated inside the historic center, which sometimes makes it impossible to get a good night's rest.",74216895,Ivan,2016-05-26,"Andalusia, Spain","Somos Lilen e Ivan, apasionados de los viajes y las nuevas aventuras.",within an hour,100.0,100.0,1.0,,1,1,1,Centro,,36.724995,-4.414692,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Heating"", ""Essentials"", ""Fire extinguisher"", ""Wine glasses"", ""Free street parking"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Free washer \u2013 In unit"", ""Coffee maker: french press"", ""Lockbox"", ""Dedicated workspace"", ""First aid kit"", ""Iron"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Books and reading material"", ""Body soap"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Cooking basics"", ""Toaster"", ""Room-darkening shades"", ""Hot water"", ""Coffee"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Hangers"", ""Paid parking garage off premises"", ""42 inch HDTV with Amazon Prime Video, Disney+, Netflix, standard cable"", ""Clothing storage"", ""Single level home"", ""Hot water kettle"", ""Freezer"", ""Cleaning products""]",78.0,2,360,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,4,18,33,202,302,89,3,33,85,2022-03-20,2025-09-29,4.93,4.92,4.94,4.93,4.97,4.93,4.85,VFT/MA/480286,0,1,1,0,0,7.02,43,5.772368914838865e+17,302,2022-03-20,2025-09-29,1289.0
577278358104535128,Oasis Pool Málaga,,"Commercial area with supermarkets, shops and restaurants, a very central neighborhood equipped with all kinds of services.",151687890,Ainhoa,2017-09-22,"Fuengirola, Spain",Soy una persona muy educada y seria. Me gusta que mis huéspedes tengan la mejor experiencia.,within an hour,100.0,89.0,,,2,3,1,Cruz De Humilladero,,36.721336,-4.438429,Entire rental unit,Entire home/apt,6,2.5,2.5 baths,3.0,3.0,"[""Kitchen"", ""Private patio or balcony"", ""Smoke alarm"", ""Essentials"", ""Fire extinguisher"", ""Wine glasses"", ""City skyline view"", ""Free street parking"", ""Free residential garage on premises \u2013 1 space"", ""Outdoor playground"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Radiant heating"", ""Self check-in"", ""Waterfront"", ""Wifi"", ""Pocket wifi"", ""Blender"", ""Carbon monoxide alarm"", ""Shared backyard \u2013 Fully fenced"", ""Bowling alley"", ""Lockbox"", ""Exterior security cameras on property"", ""Shared outdoor pool - available seasonally, open specific hours, rooftop"", ""Dishwasher"", ""Clothing storage: closet"", ""First aid kit"", ""Iron"", ""Shared beach access"", ""Outdoor furniture"", ""Fire pit"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Safe"", ""TEKA  refrigerator"", ""Coffee maker: Nespresso"", ""Host greets you"", ""High chair"", ""Toaster"", ""Extra pillows and blankets"", ""Cooking basics"", ""Trash compactor"", ""Room-darkening shades"", ""HDTV"", ""Hot water"", ""Coffee"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""EV charger"", ""Crib"", ""Oven"", ""Baking sheet"", ""Hangers"", ""Central air conditioning"", ""Washer"", ""Single level home"", ""Hot water kettle"", ""Rice maker"", ""Freezer"", ""Cleaning products""]",128.0,2,1125,2.0,4.0,1125.0,1125.0,2.4,1125.0,1.0,7,26,47,104,91,4,1,47,23,2022-04-03,2025-09-07,4.82,4.87,4.92,4.75,4.85,4.48,4.68,VFT/MA/49394,0,1,1,0,0,2.14,64,5.772783581045352e+17,91,2022-04-03,2025-09-07,1253.0
577985429191780334,City Centre & Parking,"Welcome to Málaga historic city centre. Everything you need is at your hands, you could go all over the city; monuments, museums, tapas & local food, Malagueta Beach, port Muelle 1…",,244492011,Sunset Málaga Apartments,2019-02-21,,,within an hour,98.0,100.0,0.0,,57,57,1,Centro,,36.72627258300781,-4.421085834503174,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,2.0,4.0,"[""Kitchen"", ""Essentials"", ""Wine glasses"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Wifi"", ""Free washer \u2013 In unit"", ""28 inch HDTV with standard cable"", ""Shared outdoor pool - available seasonally, open specific hours, rooftop"", ""Dishwasher"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Toaster"", ""Central heating"", ""Free parking on premises"", ""Hot water"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Hangers"", ""Delonghi refrigerator"", ""Central air conditioning"", ""Induction stove"", ""Clothing storage: closet and wardrobe"", ""Freezer""]",151.0,4,60,3.0,4.0,30.0,30.0,4.0,30.0,1.0,22,52,81,140,35,10,0,83,4,2022-03-19,2025-08-22,4.57,4.57,4.57,4.74,4.8,4.77,4.34,ESFCTU0000290270005864900000000000000000VUT/MA/478307,1,49,48,1,0,0.81,28,5.779854291917804e+17,35,2022-03-19,2025-08-22,1252.0
578335617070534500,VBB Roof Top Pool in Old Town with a Private Patio,"Enjoy the modernity of this new, beautiful and spacious apartment in the historic center of Malaga with all the comforts. Great for couples and families, with Rooftop Pool. It has Patio Privado with windows from top to bottom throughout the apartment .Espectacular! Very bright. The building has three heights and 6 apartments total, very flirty, to share pool Ask me about local recommendations!",,22524109,Mima,2014-10-14,"Málaga, Spain",Bienvenidos a mi casa!,within an hour,99.0,100.0,1.0,,25,27,1,Centro,,36.72339,-4.42359,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""TV with standard cable"", ""Private patio or balcony"", ""Essentials"", ""Wine glasses"", ""Bed linens"", ""Outdoor dining area"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Free washer \u2013 In unit"", ""Lockbox"", ""Clothing storage: closet"", ""Private backyard \u2013 Fully fenced"", ""Iron"", ""Outdoor furniture"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Body soap"", ""AC - split type ductless system"", ""Central heating"", ""Cooking basics"", ""Toaster"", ""Private entrance"", ""Room-darkening shades"", ""Shared outdoor pool - available all year, open specific hours, rooftop"", ""Paid parking lot off premises"", ""Hot water"", ""Laundromat nearby"", ""Dishes and silverware"", ""Mini fridge"", ""Hangers"", ""Coffee maker"", ""Single level home"", ""Hot water kettle"", ""Freezer""]",119.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,1.0,18,41,71,346,202,45,1,74,60,2022-03-23,2025-09-06,4.81,4.87,4.78,4.93,4.93,4.85,4.8,ESFCTU0000290270005422050000000000000000VUT/MA/447286,1,14,14,0,0,4.7,38,5.783356170705345e+17,202,2022-03-23,2025-09-06,1263.0
579007880342236732,"live the historic center of Malaga, free parking","If you want to live, feel, smell, taste, touch, see and enjoy Malaga 100%, this is your apartment. It is located in an unbeatable location, in the historic center, less than 5 minutes' walk from the most important parts of Malaga and with free private parking. Our obsession is cleanliness and comfort, we want you to feel at home. Our house is cozy, quiet, spacious, equipped with everything you need, A/C in the house for a good stay.","The neighborhood is very central, it is located in the historic center, perfect for getting to know Malaga on foot without using a vehicle. Being so well located, it is less than 5 minutes on foot from all the important streets, monuments, museums, all kinds of restaurants, markets, supermarkets, bicycle rentals, electric scooters, parks, and with the added bonus of having 10 minutes walking. , the Malagueta beach and the port of Malaga",26337260,Gloria Y Maria Jesús,2015-01-19,"Málaga, Spain",Hola soy Gloria y mi hermana María Jesús. Somos de Málaga. Nos encanta nuestra tierra pero también nos gusta viajar en familia y descubrir rincones del mundo para conocer distintas culturas y disfrutar de la buena gastronomía.,within an hour,100.0,100.0,,,3,3,1,Centro,,36.724979,-4.422137,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Heating"", ""Essentials"", ""Ethernet connection"", ""Fire extinguisher"", ""Wine glasses"", ""Courtyard view"", ""Shampoo"", ""Bed linens"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Waterfront"", ""Wifi"", ""Free washer \u2013 In unit"", ""Blender"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Iron"", ""Shower gel"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""32 inch HDTV with standard cable"", ""Free parking garage on premises \u2013 1 space"", ""Balay refrigerator"", ""Host greets you"", ""High chair"", ""Body soap"", ""Mosquito net"", ""Extra pillows and blankets"", ""Cooking basics"", ""Toaster"", ""Room-darkening shades"", ""Paid parking lot off premises"", ""Hot water"", ""Coffee"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Laundromat nearby"", ""Dining table"", ""Elevator"", ""Hangers"", ""Coffee maker"", ""Central air conditioning"", ""Clothing storage: closet and wardrobe"", ""Single level home"", ""Hot water kettle"", ""Freezer"", ""Cleaning products""]",82.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,1.0,3,31,54,306,225,68,6,57,59,2022-04-10,2025-09-15,4.83,4.89,4.92,4.92,4.96,4.9,4.73,VFT/MA/47356,1,1,1,0,0,5.31,50,5.790078803422367e+17,225,2022-04-10,2025-09-15,1254.0
579094271547634894,Apartamento Premium La Biznaga LA,"Enjoy the simplicity of this quiet and central place to stay. It consists of a double bed, double sofa bed, full kitchen,washer dryer,oven,WiFi,alarm, air conditioning. Very close to the centre of Malaga. Just 5 minutes walk from the Antonio Machado promenade (bars ,restaurants,beach bars...)and car museum. One step from the subway,bus,taxi and close to bus station,airport, port. NEW soundproof window RENOVATION to insulate from noise!!","It is located in one of the neighborhoods with best combinations of the area,with pharmacies,clinic,supermarkets, bars,restaurants,entertainment,beach bars,promenade,beach,museums, shopping center... Centrally located with everything at hand",75082071,Cristina,2016-05-31,"Andalusia, Spain","Hola somos Nico y Cristina ! Pareja de Málaga con muchas ganas de hacerte una estancia inolvidable ! Somos formales,serviciales,puntuales.... Nos apasiona nuestro trabajo y hacer que el huésped se sienta en casa es nuestra prioridad! Aquí estamos a tu disposición ! Ven de paso o a pasar unas vacaciones a Málaga .",within an hour,100.0,100.0,0.0,,1,1,1,Carretera de Cadiz,,36.70668348433249,-4.440957712138047,Entire loft,Entire home/apt,4,1.5,1.5 baths,1.0,2.0,"[""Kitchen"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Ethernet connection"", ""Wine glasses"", ""Free street parking"", ""37 inch HDTV"", ""Outdoor playground"", ""Shampoo"", ""Bed linens"", ""Beach essentials"", ""Smart lock"", ""Self check-in"", ""Refrigerator"", ""Wifi"", ""Free washer \u2013 In unit"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Children\u2019s dinnerware"", ""Iron"", ""First aid kit"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""Crib - available upon request"", ""Books and reading material"", ""Body soap"", ""Mosquito net"", ""Extra pillows and blankets"", ""Central heating"", ""Cooking basics"", ""Toaster"", ""Room-darkening shades"", ""Private entrance"", ""Hot water"", ""Board games"", ""Coffee"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dining table"", ""Oven"", ""Hangers"", ""Window guards"", ""Central air conditioning"", ""Coffee maker"", ""Single level home"", ""Hot water kettle"", ""Freezer"", ""Cleaning products""]",113.0,2,30,2.0,3.0,30.0,30.0,2.0,30.0,1.0,19,49,79,144,87,17,1,82,15,2022-04-02,2025-09-26,4.72,4.72,4.66,4.77,4.94,4.31,4.55,ESFCTU0000290220002727320000000000000000VFT/MA/502430,0,1,1,0,0,2.04,51,5.79094271547635e+17,87,2022-04-02,2025-09-26,1273.0
579390716087898703,Supreme City Centre & Parking,"The apartment is located in one of the most traditional streets of the city, surrounded by supermarkets, restaurants, bus and train stops with direct connection to the airport and...only 2 minutes on foot to the historic city centre. We would like to provide you everything you need to enjoy your stay, that is why we offer you free private parking (inside the same building), a fully equipped apartment and a local map full of local tips.",EVERYTHING you need to enjoy: -Supermarket Dia (90 metros) -Málaga city centre (220 metros) -Carmen Thyssen museum (400 metros) -Coffee shops and TAPAS restaurant (60 metros) -Málaga cathedral (800 metros),244492011,Sunset Málaga Apartments,2019-02-21,,,within an hour,98.0,100.0,0.0,,57,57,1,Centro,,36.72179,-4.427393,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,"[""Kitchen"", ""Free carport on premises \u2013 1 space"", ""Essentials"", ""Wine glasses"", ""Bed linens"", ""Long term stays allowed"", ""Refrigerator"", ""Wifi"", ""Free washer \u2013 In unit"", ""Stove"", ""Dishwasher"", ""Iron"", ""Microwave"", ""Drying rack for clothing"", ""Hair dryer"", ""TV"", ""High chair"", ""Toaster"", ""Central heating"", ""Cooking basics"", ""Hot water"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Hangers"", ""Central air conditioning"", ""Freezer""]",158.0,4,60,3.0,4.0,30.0,30.0,4.0,30.0,1.0,11,30,48,100,1,0,0,50,1,2024-06-06,2024-06-06,4.0,4.0,4.0,4.0,5.0,4.0,4.0,VFTESFCTU0000290240005462260000000000000000VUT/MA/225468,1,49,48,1,0,0.06,27,5.793907160878988e+17,1,2024-06-06,2024-06-06,0.0
580377070860026501,Apartamento centro ciudad con vistas (3 dext),"Enjoy Malaga in Plaza de la Merced, next to Picasso's birthplace. Excellent views of the lively historic center from the balconies of the three bedrooms. Views of the Alcazaba, an 11th century Arab fortress, from the apartment. Third floor without an elevator. Check out our own Malaga guide. Check-in from 3 pm to 2 am. This is a self check-in that will be done through your mobile phone and a link to access the building.",,17585280,Pablo Y Marisa,2014-07-03,"Málaga, Spain","We are Pablo and Marisa, we are brothers and we are managing these apartments 3 years ago. We are easygoing and broad minded people who like travel , we had used Airbnb as guest and always had really good experiences so we decided to start this adventure hosting people from every corner from the world and have the chance to know a lot of differents cultures . In the other hand, we are from Malaga so can tell you how to enjoy this great experience and go to places you will never find in a tourist guide :) See you soon!!!!",within an hour,100.0,100.0,1.0,,15,15,1,Centro,,36.723392,-4.417182,Entire rental unit,Entire home/apt,4,1.0,1 bath,3.0,4.0,"[""Heating"", ""Smoke alarm"", ""Essentials"", ""Ethernet connection"", ""Fire extinguisher"", ""Wine glasses"", ""Shampoo"", ""Bed linens"", ""Wifi"", ""Air conditioning"", ""Exterior security cameras on property"", ""Shower gel"", ""Microwave"", ""TV"", ""High chair"", ""Body soap"", ""Toaster"", ""Hot water"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Dining table"", ""Hangers"", ""Coffee maker"", ""Clothing storage"", ""Washer"", ""Hot water kettle"", ""Freezer""]",120.0,3,365,2.0,5.0,365.0,365.0,4.3,365.0,1.0,10,33,63,338,61,24,0,66,17,2022-05-14,2025-08-23,4.89,4.85,4.9,4.84,4.82,4.92,4.9,ESFCTU000029027000011343000000000000000000A/MA/013342,1,15,15,0,0,1.48,28,5.803770708600265e+17,61,2022-05-14,2025-08-23,1197.0
580461229876063814,Apartamento situado a 3minutos del PTA campanillas,"Cozy apartment located 3 minutes walk from the Andalusian technological park (PTA)to 5 of theatinos and 10 de málaga. In a quiet area with parking at the gate (not private). Easy and quick exit to the highway. It has air conditioning, full kitchen, two beds(one single and one double), 1 bedroom, bathroom and living room,all private. Apart from, shared with my partner and me, it has several terraces, large outdoor areas, garden and outdoor pool from June 15th",Very quiet area with quick access to the highway located next to the PTA (Andalusia Technology Park). A 5-minute walk away is a bus stop with several lines that take you to Malaga,78639020,Fco,2016-06-19,"Málaga, Spain",,within an hour,100.0,100.0,0.0,,1,1,1,Campanillas,,36.72852,-4.55034,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Kitchen"", ""Heating"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Outdoor dining area"", ""BBQ grill"", ""Refrigerator"", ""Wifi"", ""Air conditioning"", ""Dedicated workspace"", ""Iron"", ""Outdoor furniture"", ""Shared pool - available seasonally"", ""Fire pit"", ""Drying rack for clothing"", ""Hair dryer"", ""TV"", ""Mosquito net"", ""Extra pillows and blankets"", ""Cooking basics"", ""Backyard"", ""Shared outdoor kitchen"", ""Free parking on premises"", ""Hot water"", ""Patio or balcony"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Dishes and silverware"", ""EV charger"", ""Mini fridge"", ""Hangers"", ""Clothing storage: closet and wardrobe"", ""Freezer""]",81.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1.0,23,53,73,334,107,10,0,73,14,2022-03-27,2025-08-22,4.75,4.83,4.72,4.94,4.93,4.78,4.68,VFT/MA/52974,0,1,1,0,0,2.5,35,5.804612298760639e+17,107,2022-03-27,2025-08-22,1244.0
